year,beat_id,alleg_id,officer_gender,officer_race,complainent_gender,complainent_race,final_finding
2018,93,1088848,M,White,M,Black,SU
2014,277,1072045,M,Black,F,Black,NS
2007,224,1011067,M,Black,M,White,SU
2013,276,1067091,M,White,F,Black,NS
2009,233,1023683,M,White,F,Black,NS
2009,267,1032431,M,Black,M,Black,NS
2009,239,1029957,M,Black,M,Black,NS
2010,192,1042415,M,White,M,Black,NS
2013,106,1065749,M,Black,F,Black,NS
2008,252,1016069,M,Black,M,White,SU
2008,252,1016069,M,Black,M,White,SU
2008,269,1022542,M,White,F,White,SU
2008,269,1022542,M,White,F,White,SU
2010,174,1042043,F,Hispanic,F,White,SU
2010,2,1042143,M,White,M,White,NS
2010,2,1042143,M,White,M,White,NS
2011,228,1048510,M,Native American/Alaskan Native,F,White,SU
2012,42,1053767,M,White,M,White,SU
2012,42,1053767,M,White,M,White,SU
2015,140,1075972,M,Black,M,White,SU
2007,133,1002968,M,Hispanic,M,White,SU
2007,133,1002968,M,Hispanic,M,White,SU
2007,240,1002590,M,Black,F,Black,SU
2007,240,1002590,M,Black,M,Black,SU
2007,240,1002590,M,Black,F,Black,SU
2007,229,1003872,M,Black,M,White,SU
2007,229,1003872,M,Black,M,White,SU
2016,220,1081744,M,Hispanic,M,Black,NS
2016,220,1081744,M,Hispanic,F,Black,NS
2016,220,1081744,M,Hispanic,M,Black,NS
2016,155,1081357,M,White,F,Hispanic,NS
2016,155,1081357,M,White,F,Hispanic,NS
2016,86,1081379,M,Hispanic,F,Black,NS
2016,86,1081379,M,Hispanic,F,Black,NS
2016,98,1081410,M,Black,F,Black,SU
2016,98,1081410,M,Black,F,Black,SU
2016,2,1081465,F,White,M,White,SU
2016,2,1081465,F,White,M,White,SU
2016,98,1081486,M,White,M,White,SU
2016,98,1081486,M,White,M,White,SU
2016,271,1081657,F,White,M,Black,SU
2016,271,1081657,F,White,M,Black,SU
2016,220,1081744,M,Hispanic,M,Black,NS
2016,220,1081744,M,Hispanic,F,Black,NS
2016,220,1081744,M,Hispanic,M,Black,NS
2016,173,1081837,M,Hispanic,M,Hispanic,SU
2016,173,1081837,M,Hispanic,M,Hispanic,SU
2016,153,1081854,M,Hispanic,F,White,SU
2016,153,1081854,M,White,F,White,SU
2016,49,1081899,M,Hispanic,M,White,SU
2016,49,1081899,M,Hispanic,M,White,SU
2016,140,1081900,F,Black,M,Black,NS
2016,140,1081900,F,Black,M,Black,NS
2016,18,1082003,M,Hispanic,F,White,SU
2016,18,1082003,M,Hispanic,F,White,SU
2016,247,1082059,F,Hispanic,M,White,SU
2016,247,1082059,F,Hispanic,M,White,SU
2016,247,1082059,M,Black,M,White,SU
2016,247,1082059,M,Black,M,White,SU
2012,263,1082060,M,White,M,Black,NS
2012,263,1082060,M,White,M,Black,NS
2016,2,1082127,F,White,F,White,SU
2016,2,1082127,F,White,F,White,SU
2016,160,1082199,M,Black,M,White,SU
2016,160,1082199,M,Black,M,White,SU
2016,263,1082210,M,White,F,Black,NS
2016,263,1082210,M,White,F,Black,NS
2016,132,1082255,M,White,M,White,NS
2016,132,1082255,M,White,M,White,NS
2016,153,1082273,M,Hispanic,F,Black,SU
2016,153,1082273,M,Hispanic,F,Black,SU
2016,153,1082273,M,Black,F,Black,SU
2016,153,1082273,M,Hispanic,F,Black,SU
2016,153,1082273,M,Hispanic,F,Black,SU
2016,153,1082273,M,Black,F,Black,SU
2016,132,1082303,M,Hispanic,M,Black,NS
2016,132,1082303,M,Hispanic,M,Black,NS
2016,132,1082303,M,White,M,Black,NS
2016,132,1082303,M,White,M,Black,NS
2016,132,1082303,M,White,M,Black,NS
2016,132,1082303,M,White,M,Black,NS
2016,276,1082353,F,Hispanic,F,Hispanic,NS
2016,276,1082353,F,Hispanic,F,Hispanic,NS
2016,141,1082435,M,Hispanic,M,Black,SU
2016,141,1082435,M,Hispanic,M,Black,SU
2016,141,1082435,M,White,M,Black,NS
2016,141,1082435,M,White,M,Black,NS
2016,140,1082456,F,Hispanic,F,White,SU
2016,140,1082456,F,Hispanic,F,White,SU
2016,38,1082660,M,White,M,White,SU
2016,38,1082660,M,White,M,Black,SU
2016,38,1082660,M,White,M,Black,SU
2016,136,1082724,M,Black,M,White,SU
2016,136,1082724,M,Black,M,White,SU
2016,258,1082781,M,White,F,Black,SU
2016,258,1082781,M,White,F,Black,SU
2016,253,1082783,M,Hispanic,M,White,SU
2016,253,1082783,M,Hispanic,M,White,SU
2015,67,1082786,F,White,M,Black,NS
2015,67,1082786,F,White,M,Black,NS
2016,57,1082973,F,Black,M,White,SU
2016,57,1082973,F,Black,M,White,SU
2016,209,1083059,M,White,M,Black,NS
2016,209,1083059,M,White,M,Black,NS
2016,209,1083059,M,Hispanic,M,Black,NS
2016,209,1083059,M,Hispanic,M,Black,NS
2014,199,1083061,M,Hispanic,M,Black,NS
2014,199,1083061,M,Hispanic,M,Black,NS
2014,199,1083061,F,White,M,Black,NS
2014,199,1083061,F,White,M,Black,NS
2016,132,1083100,F,Native American/Alaskan Native,M,White,NS
2016,132,1083100,F,Native American/Alaskan Native,M,White,NS
2016,84,1083227,M,Black,F,Black,SU
2016,84,1083227,M,Black,F,Hispanic,SU
2016,84,1083227,M,Black,F,Black,SU
2016,84,1083227,M,Black,F,Hispanic,SU
2016,82,1083237,M,Black,M,White,NS
2016,82,1083237,M,Black,M,White,NS
2016,277,1083263,M,White,M,Hispanic,SU
2016,277,1083263,M,White,M,Hispanic,SU
2016,228,1083265,M,Hispanic,M,White,SU
2016,228,1083265,M,Hispanic,M,White,SU
2016,228,1083265,M,White,M,White,SU
2016,228,1083265,M,White,M,White,SU
2016,83,1083278,M,Native American/Alaskan Native,F,Black,NS
2016,83,1083278,M,Native American/Alaskan Native,F,Black,NS
2016,34,1083280,M,White,M,Asian/Pacific Islander,NS
2016,34,1083280,M,White,M,Asian/Pacific Islander,NS
2016,34,1083280,M,White,M,White,NS
2016,122,1083322,M,Hispanic,M,White,NS
2016,122,1083322,M,Hispanic,M,White,NS
2016,122,1083322,F,White,M,White,NS
2016,122,1083322,F,White,M,White,NS
2016,119,1083343,M,Black,F,Black,SU
2016,268,1083408,M,Hispanic,M,White,SU
2016,271,1083435,M,White,M,White,SU
2016,271,1083435,M,White,M,White,SU
2017,261,1083592,M,Black,F,White,SU
2017,261,1083592,M,Black,F,White,SU
2017,98,1083656,F,Black,F,Black,SU
2017,98,1083656,F,Black,F,Black,SU
2017,80,1083698,M,Black,F,Black,NS
2017,80,1083698,M,Black,F,Black,NS
2017,80,1083698,M,Black,F,Black,NS
2017,98,1083708,M,White,F,Black,SU
2017,98,1083708,M,White,F,Black,SU
2017,131,1083819,M,White,F,Black,SU
2017,131,1083819,M,White,F,Black,SU
2017,51,1084036,F,White,F,White,NS
2017,51,1084036,F,White,F,White,NS
2017,162,1084043,M,White,M,Hispanic,SU
2017,162,1084043,M,White,M,Hispanic,SU
2017,162,1084043,M,White,M,Hispanic,SU
2017,162,1084043,M,White,M,Hispanic,SU
2017,140,1084117,M,Black,M,Hispanic,SU
2017,140,1084117,M,Black,M,Hispanic,SU
2017,140,1084117,M,Hispanic,M,Hispanic,SU
2017,140,1084117,M,Hispanic,M,Hispanic,SU
2017,246,1084157,M,White,F,Hispanic,NS
2017,246,1084157,M,White,F,Hispanic,NS
2017,246,1084157,F,Hispanic,F,Hispanic,NS
2017,246,1084157,F,Hispanic,F,Hispanic,NS
2017,59,1084183,M,Hispanic,M,Hispanic,NS
2017,59,1084183,M,Hispanic,M,Hispanic,NS
2017,98,1084203,M,Black,F,Black,SU
2017,98,1084203,M,Black,F,Black,SU
2017,83,1084467,M,White,F,White,SU
2017,83,1084467,M,White,F,White,SU
2017,205,1084480,M,Hispanic,M,Hispanic,NS
2017,205,1084480,M,Hispanic,M,Hispanic,NS
2017,205,1084480,M,White,M,Hispanic,NS
2017,205,1084480,M,White,M,Hispanic,NS
2002,120,1084516,M,White,M,Black,NS
2002,120,1084516,M,White,M,Black,NS
2002,120,1084516,M,White,M,Black,NS
2002,120,1084516,M,White,M,Black,NS
2002,120,1084516,M,Hispanic,M,Black,NS
2002,120,1084516,M,Hispanic,M,Black,NS
2002,120,1084516,M,White,M,Black,NS
2002,120,1084516,M,White,M,Black,NS
2002,120,1084516,M,White,M,Black,NS
2002,120,1084516,M,White,M,Black,NS
2017,60,1084519,F,White,M,Hispanic,SU
2017,60,1084519,F,White,M,Hispanic,SU
2017,60,1084519,F,White,M,White,SU
2017,60,1084519,M,Hispanic,M,Hispanic,SU
2017,60,1084519,M,Hispanic,M,Hispanic,SU
2017,60,1084519,M,Hispanic,M,White,SU
2017,48,1084553,M,Hispanic,M,Hispanic,SU
2017,48,1084553,M,Hispanic,M,Hispanic,SU
2017,48,1084553,M,Asian/Pacific,M,Hispanic,SU
2017,48,1084553,M,Asian/Pacific,M,Hispanic,SU
2017,48,1084553,F,Hispanic,M,Hispanic,NS
2017,48,1084553,F,Hispanic,M,Hispanic,NS
2017,98,1084611,M,Black,F,Black,SU
2017,98,1084611,M,Black,F,Black,SU
2017,256,1084619,M,White,F,Black,NS
2017,256,1084619,M,White,F,Black,NS
2014,181,1084626,M,White,M,Hispanic,NS
2014,181,1084626,M,White,M,Hispanic,NS
2014,181,1084626,M,White,M,Hispanic,NS
2014,181,1084626,M,White,M,Hispanic,NS
2014,181,1084626,M,White,M,Hispanic,NS
2014,181,1084626,M,White,M,Hispanic,NS
2017,94,1084653,F,Hispanic,M,White,SU
2017,94,1084653,F,Hispanic,M,White,SU
2017,155,1084810,M,White,M,White,NS
2017,155,1084810,M,White,M,White,NS
2017,155,1084810,M,Hispanic,M,White,NS
2017,155,1084810,M,Hispanic,M,White,NS
2017,44,1084813,M,White,M,White,SU
2017,44,1084813,M,White,M,White,SU
2014,200,1084917,M,White,M,Black,NS
2014,200,1084917,M,White,M,Black,NS
2017,77,1084929,M,Hispanic,M,Black,NS
2017,77,1084929,M,Hispanic,M,Black,NS
2017,77,1084929,M,Hispanic,M,Black,NS
2017,77,1084929,M,Hispanic,M,Black,NS
2017,228,1084942,M,Black,M,White,SU
2017,228,1084942,M,Black,M,White,SU
2017,203,1084969,F,Black,M,White,SU
2017,203,1084969,F,Black,M,White,SU
2017,133,1084989,M,White,M,Black,NS
2017,133,1084989,M,White,M,Black,NS
2017,98,1085057,M,White,F,Black,SU
2017,98,1085057,M,White,F,Black,SU
2017,10,1085076,M,Hispanic,F,White,NS
2017,10,1085076,M,Hispanic,M,White,NS
2017,10,1085076,M,Hispanic,F,White,NS
2017,10,1085076,M,Hispanic,M,White,NS
2016,98,1085198,F,Black,F,Black,SU
2016,98,1085198,F,Black,F,Black,SU
2016,98,1085198,F,Black,F,Black,NS
2016,98,1085198,F,Black,F,Black,NS
2017,104,1085260,M,Hispanic,M,White,SU
2017,104,1085260,M,Hispanic,M,White,SU
2017,104,1085260,M,White,M,White,SU
2017,104,1085260,M,White,M,White,SU
2017,261,1085345,M,Black,M,Black,NS
2017,261,1085345,M,Black,M,Black,NS
2017,261,1085345,M,White,M,Black,NS
2017,261,1085345,M,White,M,Black,NS
2017,255,1085386,M,Black,M,Black,SU
2017,255,1085386,M,Black,M,Black,SU
2017,132,1085524,F,Hispanic,F,Black,NS
2017,132,1085524,F,Hispanic,F,Black,NS
2017,252,1085542,M,White,F,Hispanic,NS
2017,252,1085542,M,White,F,Hispanic,NS
2017,276,1085567,M,White,M,White,SU
2017,276,1085567,M,White,M,White,SU
2016,132,1085572,M,White,M,Black,NS
2016,132,1085572,M,White,M,Black,NS
2016,132,1085572,M,White,M,Black,NS
2016,132,1085572,M,White,M,Black,NS
2017,123,1085650,M,Hispanic,F,White,SU
2017,123,1085650,M,Hispanic,F,White,SU
2017,123,1085650,M,White,F,White,SU
2017,123,1085650,M,White,F,White,SU
2017,123,1085650,M,White,F,White,NS
2017,123,1085650,M,White,F,White,NS
2017,94,1085688,M,White,M,White,SU
2017,94,1085688,M,White,F,Hispanic,SU
2017,94,1085688,M,White,F,Hispanic,SU
2017,94,1085688,M,White,M,White,NS
2017,94,1085688,M,White,F,Hispanic,NS
2017,94,1085688,M,White,F,Hispanic,NS
2017,98,1085691,M,Hispanic,M,White,SU
2017,98,1085691,M,Hispanic,M,White,SU
2017,262,1085694,M,Black,M,Black,NS
2017,262,1085694,M,Black,M,Black,NS
2017,45,1085704,M,White,F,White,SU
2017,45,1085704,M,White,F,White,SU
2017,151,1085741,M,Asian/Pacific,F,Black,SU
2017,151,1085741,M,Asian/Pacific,F,Black,SU
2017,25,1085743,F,Black,M,White,SU
2017,25,1085743,F,Black,M,White,SU
2017,25,1085743,M,Black,M,White,SU
2017,25,1085743,M,Black,M,White,SU
2017,237,1085783,M,Hispanic,M,White,SU
2017,237,1085783,M,Hispanic,M,Black,SU
2017,237,1085783,M,Hispanic,M,Black,SU
2017,237,1085783,M,Black,M,White,SU
2017,237,1085783,M,Black,M,Black,SU
2017,237,1085783,M,Black,M,Black,SU
2017,237,1085783,M,White,M,White,SU
2017,237,1085783,M,White,M,Black,SU
2017,237,1085783,M,White,M,Black,SU
2017,237,1085783,M,Black,M,White,SU
2017,237,1085783,M,Black,M,Black,SU
2017,237,1085783,M,Black,M,Black,SU
2017,69,1085899,F,White,F,White,SU
2017,69,1085899,F,White,F,White,SU
2017,69,1085899,F,White,F,White,SU
2017,124,1085935,M,Black,F,Black,SU
2017,124,1085935,M,Black,F,Black,SU
2017,124,1085935,M,White,F,Black,SU
2017,124,1085935,M,White,F,Black,SU
2017,124,1085935,M,Black,F,Black,SU
2017,124,1085935,M,Black,F,Black,SU
2017,152,1085936,M,White,F,Black,NS
2017,152,1085936,M,White,F,Black,NS
2017,152,1085936,M,White,F,Black,NS
2017,152,1085936,M,White,F,Black,NS
2017,129,1085969,M,Hispanic,F,Hispanic,NS
2017,129,1085969,M,Hispanic,F,Hispanic,NS
2017,129,1085969,M,Black,F,Hispanic,NS
2017,129,1085969,M,Black,F,Hispanic,NS
2017,129,1085969,M,Black,F,Hispanic,NS
2017,129,1085969,M,Black,F,Hispanic,NS
2017,140,1085987,M,Black,M,Hispanic,SU
2017,140,1085987,M,Black,M,Hispanic,SU
2017,276,1086042,M,Hispanic,F,White,SU
2017,276,1086042,M,Hispanic,F,White,SU
2017,276,1086042,M,White,F,White,SU
2017,276,1086042,M,White,F,White,SU
2017,44,1086084,M,White,F,White,SU
2017,44,1086084,M,White,F,White,SU
2017,63,1086167,M,Hispanic,M,Hispanic,SU
2017,63,1086167,M,Hispanic,M,Hispanic,SU
2017,63,1086167,F,Asian/Pacific,M,Hispanic,SU
2017,63,1086167,F,Asian/Pacific,M,Hispanic,SU
2017,63,1086167,F,Hispanic,M,Hispanic,SU
2017,63,1086167,F,Hispanic,M,Hispanic,SU
2017,196,1086191,M,Black,M,White,SU
2017,196,1086191,M,Black,M,White,SU
2017,277,1086287,M,White,F,Black,SU
2017,277,1086287,M,Black,F,Black,NS
2017,160,1086384,M,White,M,White,SU
2017,160,1086384,M,White,M,White,SU
2017,18,1086575,M,Hispanic,M,White,SU
2017,18,1086575,M,Hispanic,M,White,SU
2017,151,1086599,M,Hispanic,M,White,SU
2017,151,1086599,M,Hispanic,M,White,SU
2017,151,1086599,M,Hispanic,M,White,SU
2017,151,1086599,M,Hispanic,M,White,SU
2017,107,1086710,M,Black,M,Black,NS
2017,107,1086710,M,Black,M,Black,NS
2017,276,1086737,M,Hispanic,M,Black,NS
2017,276,1086737,M,Hispanic,M,Black,NS
2017,265,1086798,M,Black,M,Black,SU
2017,265,1086798,M,Black,M,Black,SU
2017,265,1086798,M,White,M,Black,SU
2017,265,1086798,M,White,M,Black,SU
2017,31,1086857,M,White,M,White,SU
2017,31,1086857,M,White,M,White,SU
2017,252,1086873,F,White,F,Hispanic,NS
2017,252,1086873,F,White,F,Hispanic,NS
2017,46,1086880,M,White,F,White,SU
2017,46,1086880,M,White,F,White,SU
2017,265,1086905,M,Black,F,Black,SU
2017,265,1086905,M,Black,F,Black,SU
2017,39,1087127,M,White,M,Black,NS
2017,39,1087127,M,White,M,Black,NS
2017,39,1087127,M,Hispanic,M,Black,NS
2017,39,1087127,M,Hispanic,M,Black,NS
2017,167,1087139,M,White,M,White,SU
2017,167,1087139,M,White,M,White,SU
2017,167,1087139,M,White,M,White,SU
2017,167,1087139,M,White,M,White,SU
2017,167,1087139,M,White,M,White,SU
2017,167,1087139,M,White,M,White,SU
2017,203,1087151,M,Black,F,White,NS
2017,203,1087151,M,Black,F,White,NS
2017,203,1087151,M,Black,F,White,NS
2017,203,1087151,M,Black,F,White,NS
2010,86,1087256,M,White,M,White,NS
2010,86,1087256,M,White,M,White,NS
2017,196,1087304,M,Hispanic,F,White,SU
2017,196,1087304,M,Hispanic,F,White,SU
2017,122,1087317,M,White,M,Hispanic,SU
2017,122,1087317,M,White,M,Hispanic,SU
2017,94,1087376,M,White,M,White,NS
2017,94,1087376,M,White,M,White,NS
2017,94,1087376,M,Black,M,White,SU
2017,94,1087376,M,Black,M,White,SU
2017,72,1087466,M,Black,M,Hispanic,SU
2017,72,1087466,M,Black,M,Hispanic,SU
2017,153,1087475,M,Black,F,Black,NS
2017,153,1087475,M,Black,F,Black,NS
2017,153,1087475,M,Black,F,Black,NS
2017,153,1087475,M,Black,F,Black,NS
2017,73,1087499,M,Unknown,M,White,SU
2017,73,1087499,M,Unknown,M,White,SU
2017,2,1087509,M,White,M,White,SU
2017,2,1087509,M,White,M,White,SU
2017,160,1087558,M,Black,M,White,SU
2017,160,1087558,M,Black,M,White,SU
2017,255,1087594,M,White,M,White,SU
2017,255,1087594,M,White,M,White,SU
2017,33,1087618,M,Black,M,White,NS
2017,33,1087618,M,Black,M,White,NS
2017,101,1087620,M,White,M,Black,SU
2017,101,1087620,M,White,M,Black,SU
2017,219,1087662,M,Black,M,Black,NS
2017,219,1087662,M,Black,M,Black,NS
2017,66,1087848,M,Black,M,Black,NS
2017,66,1087848,M,Black,M,Black,NS
2017,42,1087945,M,Hispanic,F,White,NS
2017,42,1087945,M,Hispanic,F,White,NS
2017,42,1087945,F,White,F,White,SU
2017,42,1087945,F,White,F,White,SU
2017,154,1088052,M,White,M,White,SU
2017,154,1088052,M,White,F,White,SU
2017,154,1088052,M,Hispanic,M,White,SU
2017,154,1088052,M,Hispanic,F,White,SU
2017,154,1088052,M,White,M,White,SU
2017,154,1088052,M,White,F,White,SU
2018,140,1088092,M,Black,M,Hispanic,SU
2018,140,1088092,M,Black,M,Hispanic,SU
2018,98,1088126,M,Black,F,Black,SU
2018,98,1088126,M,Black,F,Black,SU
2017,132,1088170,M,Black,F,Hispanic,SU
2017,132,1088170,M,Black,F,Hispanic,SU
2018,272,1088207,F,Black,M,White,SU
2018,272,1088207,F,Black,M,White,SU
2018,138,1088389,M,Black,M,Black,SU
2018,138,1088389,M,Black,M,Black,SU
2018,256,1088436,F,Black,M,White,SU
2018,256,1088436,F,Black,M,White,SU
2018,123,1088437,M,White,M,White,SU
2018,123,1088437,M,White,M,White,SU
2018,42,1088440,M,White,F,White,SU
2018,42,1088440,M,White,F,White,SU
2018,213,1088454,M,White,F,Black,SU
2018,213,1088454,M,White,F,Black,SU
2018,2,1088520,M,Black,M,White,SU
2018,2,1088520,M,Black,M,White,SU
2018,132,1088607,F,Black,F,Black,NS
2018,132,1088607,F,Black,F,Black,NS
2018,2,1088806,M,Hispanic,M,White,NS
2018,2,1088806,M,Hispanic,M,White,NS
2018,93,1088848,M,White,M,Black,SU
2018,93,1088848,M,Hispanic,M,Black,SU
2018,93,1088848,M,Hispanic,M,Black,SU
2018,93,1088848,M,Hispanic,M,Black,SU
2018,93,1088848,M,Hispanic,M,Black,SU
2018,104,1088861,M,Hispanic,F,Hispanic,SU
2018,224,1089009,M,Black,M,White,SU
2018,224,1089009,M,Black,M,White,SU
2018,130,1089386,M,Black,M,Hispanic,SU
2018,130,1089386,M,Black,M,Hispanic,SU
2017,250,1089480,M,White,M,White,SU
2017,250,1089480,M,White,M,White,SU
2018,231,1089740,M,Black,F,White,SU
2018,231,1089740,M,Black,F,White,SU
2007,5,1004126,F,Black,M,White,NS
2007,5,1004126,F,Black,M,White,NS
2007,5,1004126,F,Black,M,White,NS
2007,5,1004126,F,Black,M,White,NS
2007,160,1010735,F,White,M,White,NS
2007,160,1010735,F,White,M,White,NS
2008,116,1018766,M,Black,F,White,SU
2008,116,1018766,M,Black,F,White,SU
2009,99,1024425,F,White,F,Hispanic,NS
2009,99,1024425,F,White,F,Hispanic,NS
2009,99,1024425,M,Black,F,Hispanic,NS
2009,99,1024425,M,Black,F,Hispanic,NS
2011,93,1049135,M,White,F,Black,NS
2011,93,1049135,M,White,F,Black,NS
2013,98,1060166,F,Black,M,White,SU
2013,98,1060166,F,Black,M,White,SU
2013,277,1066325,M,Black,F,Black,NS
2013,277,1066325,M,Black,F,Black,NS
2014,107,1068299,M,Black,F,Black,SU
2014,107,1068299,M,Black,F,Black,SU
2014,214,1071504,M,White,M,Black,NS
2014,214,1071504,M,White,M,Black,NS
2015,167,1074416,F,White,M,White,SU
2015,167,1074416,F,White,M,White,SU
2015,98,1074829,F,Black,M,White,NS
2015,98,1074829,F,Black,F,Black,NS
2015,98,1074829,F,Black,M,White,NS
2015,98,1074829,F,Black,F,Black,NS
2015,213,1076672,M,White,M,Black,NS
2015,213,1076672,M,White,M,Black,NS
2015,213,1076672,M,White,M,Black,NS
2015,213,1076672,M,White,M,Black,NS
2015,213,1076672,M,White,M,Black,NS
2015,213,1076672,M,White,M,Black,NS
2015,153,1077606,M,Hispanic,M,White,SU
2015,153,1077606,M,Hispanic,M,White,SU
2015,153,1077606,M,White,M,White,SU
2015,153,1077606,M,White,M,White,SU
2015,153,1077606,M,White,M,White,SU
2015,153,1077606,M,White,M,White,SU
2015,153,1077606,M,Hispanic,M,White,SU
2015,153,1077606,M,Hispanic,M,White,SU
2015,153,1077606,M,White,M,White,SU
2015,153,1077606,M,White,M,White,SU
2015,153,1077606,M,Asian/Pacific,M,White,SU
2015,153,1077606,M,Asian/Pacific,M,White,SU
2015,153,1077606,F,Black,M,White,SU
2015,153,1077606,F,Black,M,White,SU
2015,153,1077606,M,Asian/Pacific,M,White,SU
2015,153,1077606,M,Asian/Pacific,M,White,SU
2016,98,1078746,M,Black,M,White,SU
2016,98,1078746,M,Black,M,White,SU
2016,276,1079542,M,White,M,Black,NS
2016,276,1079542,M,White,M,Black,NS
2016,148,1079568,M,Black,M,White,NS
2016,148,1079568,M,Black,M,White,NS
2016,93,1079837,M,Hispanic,F,Black,NS
2016,93,1079837,M,Hispanic,F,Black,NS
2016,93,1079837,F,Black,F,Black,NS
2016,93,1079837,F,Black,F,Black,NS
2016,93,1079837,M,White,F,Black,NS
2016,93,1079837,M,White,F,Black,NS
2016,93,1079837,M,White,F,Black,NS
2016,93,1079837,M,White,F,Black,NS
2016,93,1079837,M,White,F,Black,NS
2016,93,1079837,M,White,F,Black,NS
2016,93,1079837,M,White,F,Black,NS
2016,93,1079837,M,White,F,Black,NS
2016,93,1079837,M,White,F,Black,NS
2016,93,1079837,M,White,F,Black,NS
2016,93,1079837,M,Black,F,Black,NS
2016,93,1079837,M,Black,F,Black,NS
2015,128,1079997,M,White,M,Black,NS
2015,128,1079997,M,White,M,Black,NS
2015,128,1079997,M,Hispanic,M,Black,NS
2015,128,1079997,M,Hispanic,M,Black,NS
2016,172,1080732,M,White,M,Black,NS
2016,172,1080732,M,White,M,Black,NS
2016,172,1080732,M,White,M,Black,NS
2016,172,1080732,M,White,M,Black,NS
2007,125,1004825,M,White,M,Black,NS
2007,125,1004825,M,White,M,White,NS
2007,125,1004825,M,White,F,Black,NS
2007,125,1004825,M,White,F,Black,NS
2007,146,1004829,M,White,M,Black,NS
2007,146,1004829,M,White,M,Black,NS
2007,146,1004829,M,Hispanic,M,Black,NS
2007,146,1004829,M,Hispanic,M,Black,NS
2007,48,1004885,M,Hispanic,F,Hispanic,NS
2007,48,1004885,M,Hispanic,F,Hispanic,NS
2007,48,1004885,M,White,F,Hispanic,NS
2007,48,1004885,M,White,F,Hispanic,NS
2007,48,1004885,M,White,F,Hispanic,NS
2007,48,1004885,M,White,F,Hispanic,NS
2007,48,1004885,F,Hispanic,F,Hispanic,NS
2007,48,1004885,F,Hispanic,F,Hispanic,NS
2007,48,1004885,M,White,F,Hispanic,NS
2007,48,1004885,M,White,F,Hispanic,NS
2007,201,1004913,M,Black,M,Black,SU
2007,201,1004913,M,Black,M,Black,SU
2007,269,1004944,M,White,M,White,NS
2007,269,1004944,M,White,M,White,NS
2007,203,1004970,M,Black,M,Black,NS
2007,203,1004970,M,Black,M,Black,NS
2007,203,1004970,M,Black,M,Black,NS
2007,203,1004970,M,Black,M,Black,NS
2007,203,1004970,M,White,M,Black,NS
2007,203,1004970,M,White,M,Black,NS
2007,203,1004970,M,Hispanic,M,Black,NS
2007,203,1004970,M,Hispanic,M,Black,NS
2007,11,1004975,M,White,F,Black,NS
2007,11,1004975,M,White,F,Black,NS
2007,115,1004977,M,Hispanic,F,Black,NS
2007,115,1004977,M,Hispanic,F,Black,NS
2007,115,1004977,M,White,F,Black,NS
2007,115,1004977,M,White,F,Black,NS
2007,115,1004977,M,White,F,Black,NS
2007,115,1004977,M,White,F,Black,NS
2007,115,1004977,M,White,F,Black,NS
2007,115,1004977,M,White,F,Black,NS
2007,184,1005000,M,White,M,Black,SU
2007,184,1005000,M,White,M,Black,SU
2007,184,1005000,M,White,M,Black,NS
2007,184,1005000,M,White,M,Black,NS
2007,184,1005000,M,Hispanic,M,Black,SU
2007,184,1005000,M,Hispanic,M,Black,SU
2007,213,1005006,M,Black,F,Black,NS
2007,213,1005006,M,Black,F,Black,NS
2007,213,1005006,F,Black,F,Black,NS
2007,213,1005006,F,Black,F,Black,NS
2007,213,1005006,M,Black,F,Black,NS
2007,213,1005006,M,Black,F,Black,NS
2007,213,1005006,M,Black,F,Black,NS
2007,213,1005006,M,Black,F,Black,NS
2007,213,1005006,F,White,F,Black,NS
2007,213,1005006,F,White,F,Black,NS
2007,132,1005007,M,Black,M,White,SU
2007,132,1005007,M,White,M,White,SU
2007,228,1005037,M,Black,F,Black,SU
2007,228,1005037,F,Hispanic,F,Black,SU
2007,174,1005171,M,White,M,White,SU
2007,91,1005278,M,White,M,White,SU
2007,91,1005278,M,White,M,White,SU
2007,139,1005314,M,White,M,Black,SU
2007,139,1005314,M,White,M,Black,SU
2007,139,1005314,M,Black,M,Black,SU
2007,139,1005314,M,Black,M,Black,SU
2007,139,1005314,M,Black,M,Black,SU
2007,139,1005314,M,Black,M,Black,SU
2007,139,1005314,M,White,M,Black,SU
2007,139,1005314,M,White,M,Black,SU
2007,253,1005360,F,Black,M,White,NS
2007,253,1005360,F,Black,M,White,NS
2007,99,1005366,M,White,M,Hispanic,NS
2007,99,1005366,M,White,M,Hispanic,NS
2007,93,1005395,F,Black,M,White,NS
2007,93,1005395,F,Black,M,White,NS
2007,252,1005454,M,White,M,White,SU
2007,252,1005454,M,White,M,White,SU
2007,193,1005457,M,White,F,Black,NS
2007,193,1005457,M,White,F,Black,NS
2007,112,1005573,M,White,F,White,NS
2007,112,1005573,M,White,F,White,NS
2007,228,1005660,M,Hispanic,M,Black,NS
2007,228,1005660,M,Hispanic,M,Black,NS
2007,35,1005673,M,White,M,White,NS
2007,35,1005673,M,White,F,White,NS
2007,35,1005673,M,White,M,White,NS
2007,35,1005673,M,White,F,White,NS
2007,86,1005697,M,Black,M,White,SU
2007,86,1005697,M,Black,M,White,SU
2007,86,1005697,M,Black,M,White,SU
2007,86,1005697,M,Black,M,White,SU
2007,157,1005746,M,Black,F,Black,NS
2007,157,1005746,M,Black,F,Black,NS
